,title,body,publish_time
22,鎖定元宇宙及智慧醫療商機 高雄經發局媒合新創與大廠合作,<p>「亞灣創新x新創大南方」展會活動，27日進入第二天，高雄經發局鎖定元宇宙及智慧醫療需求，舉辦「亞灣創新‧新創發光」商機共創媒合會，邀請30家新創，與美商Coinllectibles、義大視覺特效、智崴科技、敏盛醫療、智康創投、緯創醫學、亞太精準抗衰老醫學會等七家大廠及法人代表交流，並依據業別分組，進行商洽媒合，以大帶小共創商機。</p><p>高雄經發局長廖泰翔27日指出，高市府團隊積極引進台積電、默克、英特格等大廠，短短兩年，吸引投資超過5千億元，帶動產業結構面轉型，同時聯手中央推動亞灣5G AIoT創新園區、舉辦綠色科技新創大賽，配合自營的KO-IN、DAKUO新創基地提供輔導，媒合新創對接大廠及政策資源，盼透過「亞灣創新x新創大南方」及商媒會，促成更多以大帶小合作案例，加速高雄蛻變為智慧科技港都。</p><p>緯創醫學科技智能醫療資深經理林聖㛓表示，醫療與科技的結合為全球趨勢，各國醫療產業積極運用ICT、AI改善各項醫療服務，緯創近年也透過數位病理研發、建構台灣癌症治療的精準醫療平台及健康管理平台，跨足銀髮照護及慢性病照護產業，盼透過媒合商洽網羅更多以AI、數據及遠距解決方案，加速應用落地。</p><p>參與商媒會的高雄在地新創雄欣科技創辦人李佳欣指出，數據偵測是發展智慧醫療最重要的一環，雄欣針對老人照顧開發出「AI照護辨識服務系統」及「保命防跌系統」兩套系統，能在醫療試驗場域放置毫米波雷達後，搭配AI演算法獲取患者呼吸、心跳等生理訊號，第一時間掌握病徵，做出最佳醫護處理。</p><p>安永聯合會計師事務所審計營運長黃建澤會計師表示，安永是輔導國內新創登錄創櫃的領導者，為近一步強化新創生態系，今年更承接高雄經發局新創基地營運，促成多家新創廠商與企業合作，並針對ESG、元宇宙趨勢籌組綠能及元宇宙合作平台。期待透過商媒會集結國內外大型企業、新創、創投、加速器等各方力量，協助新創貼近產業需求，共創智慧科技產業應用商機。</p>, 08/27 17:08 
23,《產業》觀光局疫後迎客 「台灣樂遊趣」多元體驗展打頭陣,<p>交通部觀光局「台灣樂遊趣」多元主題旅遊體驗展26日於華山文創園區連3天登場，將六大國際魅力景區整合四大多元主題旅遊，以虛實整合方式展現不同主題，為疫後觀光迎接國際旅客的到來預做準備，並歡迎國人搶先體驗國際景區魅力。</p><p>　為促進疫後觀光產業發展，加速整備觀光旅遊環境，觀光局特別打造大野柳皇冠海岸、東北角沙丘藝域、山中明珠日月潭、星動阿里山、探索東海岸．天堂島嶼及澎湖黃金海岸等六大國際魅力景區，開創國際集客引客的觀光旅遊新亮點力。</p><p>　觀光局表示，「台灣樂遊趣」系列活動由為期3天的「多元主題旅遊體驗展」揭開序幕，以六大國際魅力景區中的生態、文化、美食、樂活四大多元主題旅遊內容，搭配加拿大環保音樂家馬修連恩打造的生態之聲，打造沉浸式的空間體驗各地風光，展現多元的台灣面貌。</p><p>　「台灣樂遊趣」也同步推出網路活動「旅行台灣 食尚攝影師就是你」，民眾於活動期間至觀光局活動貼文下方留言，分享自己所拍攝的台灣美食照片，即可獲得抽獎資格，最大獎可獲得台鐵鳴日號一日遊，享受最Chill的樂活之旅。</p><p>　觀光局指出，後續將陸續推出「台灣樂遊趣」3場系列活動，9月15日起結合觀光局轄下13個國家風景區管理處所經營的17個觀光圈推出「觀光圈數位集章好好玩」活動，及「走跳寶島 定格美好 明信片DIY活動」。</p><p>　而9月20日起將展開「高級玩家 網路拼圖遊戲」等一系列抽獎活動，最大獎為國旅基金2萬元，精彩又好玩的活動輪番上陣，讓民眾能透過活動體驗多元的台灣旅遊。詳細活動內容及相關資訊可至「台灣樂遊趣」活動官網查詢。</p><p></p>, 08/27 15:09 
24,海關與國防部憲兵指揮部簽署 偵爆犬及緝毒犬培訓合作協議,<p>財政部關務署與國防部憲兵指揮部簽署推動偵爆犬及緝毒犬培訓合作協議，由關務署長彭英偉及憲兵指揮部副指揮官夏德宇代表簽署，雙方將持續透過海關犬隻轉訓及憲兵指揮部人才培育，共同合作建立訓練平臺，促進偵測犬相關實務與技術經驗交流，因應反毒、反恐及維安需求，共同守護邊境與國人健康及安全。</p><p>彭英偉時表示，海關與憲兵指揮部於2018年及2019年分別簽署偵爆犬及緝毒犬訓練合作協議書，該合作協議分別執行至2021年及2022年底，迄今已協助憲兵指揮部訓練9隻偵爆犬及16隻緝毒犬，雙方就執勤犬培育及訓練合作已建立良好默契。透過本次培訓合作協議書再次簽訂，相信可以持續有效嚇阻走私行為，打造無毒家園，並達「拒毒於海外、截毒於關口、緝毒於境內」目的。</p><p>夏德宇表示，關務署提供拉不拉多適訓犬隻供該部訓練為緝毒犬及偵爆犬，並協助訓練領犬員及訓練師，增益憲兵軍犬隊同仁職能與專業，朝更多元方向邁進。鑑於國內執勤犬及領犬專業人才培訓不易，為提升整體緝毒能量，除國防部原有訓練課程外，藉由關務署共享實務經驗與資源，並取得訓練師專業證照，對提升該部領犬員及執勤犬隻素質，具有正面意義。</p>, 08/27 14:56 
25,《百貨股》旺季到 集雅社今年業績可望連7年攀峰,<p>集雅社(2937)今年上半年每股盈餘為1.94元，年增49.23%，累計前7月合併營收為20.8億元，年增30.15%，集雅社財務長李伯昌表示，集雅社目前全台共有65家分店，隨著展店佈局成功，且下半年為百貨家電業旺季，預估今年營收、獲利可望連7年攀峰。</p><p>  集雅社為全台百貨通路市佔第一的家電通路商，集雅社表示，過去幾年「積極展店」是公司開創新局的重要策略之一，目前全台共有65家分店，隨著展店佈局的成功，推升公司過去6年營收及獲利連年成長、屢創新高動能，今年上半年雖然有本土疫情干擾，但集雅社業績表現亮眼，今年第2季稅後盈餘為2347萬元，年增28.11%，累計上半年稅後盈餘為7108萬元，年增49.45%，每股盈餘為1.94元；累計前7月合併營收為20.8億元，年增30.15%。</p><p>  集雅社表示，公司除持續進軍百貨及大型購物中心，維持百貨購物中心市占率外，也將積極以六都為主要拓展自有門市標的，由於現在消費者強調的是體驗消費，加上物聯網、智慧家電剛剛興起，因此許多國際大廠願意砸下資源與通路合作，透過互動性強的體驗行銷，與消費者有進一步的交流，加上智慧家電推升買氣，讓集雅社未來將更積極的與品牌合作，開設相關情境體驗門市，目前集雅社與SONY、LG、Samsung、Panasonic、HITACHI、SHARP等國際知名品牌都有合作智慧生活體驗館或品牌館，可望成為公司營運成長新動能。</p><p>  在未來發展的部分，集雅社表示，公司將持續朝線上、線下兩大塊來做經營。線下的部分，除了在百貨及大型購物中心持續展店外，未來也將在六大都會區積極拓展自有門市；線上部分，集雅社連續兩年的618檔期都有與蝦皮商城合作「集雅社蝦皮旗艦館」啟動電商購物節限時特賣活動，成效亮眼；後續各大電商檔期集雅社也會與電商平台合作推出不同的優惠活動搶市。另外公司也在8月起推出全新的會員集點優惠活動，希望藉此強化與消費者間的黏著度。</p><p>  面對9月即將開打的百貨周年慶，集雅社指出，公司相當看好今年的買氣，因此同步與東源物流和通達智能兩家大型物流公司合作，希望能用最快的速度、最好的服務，將消費者所購買的家電送到家。</p><p>  隨著展店佈局成功，且下半年為百貨家電業旺季，集雅社預估，今年營收、獲利可望連7年攀峰。</p><p></p>, 08/27 14:49 
26,美元指數衝高 弱日圓買盤湧現,<p>傑克森霍爾全球央行年會放鷹，美股道瓊重挫愈千點，美元指數8/26維持在偏高點的108.84，主要非美貨幣當中，歐元、英鎊腳很軟，日圓雖然弱勢、卻仍力撐在137.66，令市場驚訝的是，近周每每美元兌日圓過貶到135就出現多倉，買方看好日圓後續第四季回頭的潛在力道。</p><p>法國巴黎銀行財富管理投資團隊指出，隨著美國聯準會積極升息，較高的避險成本促使日本壽險公司降低美元計價投資的避險比率，帶給美元兌日圓偏強。同時，能源價格上漲及日本以美元支付進口費用的需求增加，導致日本貿易平衡持續惡化，持續為日圓帶來貶值壓力。</p><p>由於美元兌日圓短期內可能存在上行壓力，因此法國巴黎銀行財富管理對美元兌日圓的3個月目標為140。 </p><p>日本的實質GDP在2022年第二季年成長2.2％，其中內需占整體成長的3.8％，淨出口則貢獻0.2％，反映日本國內需求強勁反彈及出口穩健，庫存下降則拖累整體成長1.8％。法國巴黎銀行財富管理預計，2022年第三季的實質GDP年成長將放緩1.0％，主因從7月初開始，新冠疫情升溫使感染人數激增，使大眾對旅行和大型社交聚會抱持謹慎態度。</p><p>儘管全球需求疲軟，法國巴黎銀行財富管理仍認為日本的經濟復甦具有支撐力。即使日本在2022年第二季穩健成長後，私人消費水平仍未恢復至疫情前的水平。由於持續的供應鏈瓶頸，製造商尚未滿足大量缺貨訂單。因此，今年稍晚疫情消退後，日本政府可望採取進一步措施以實現疫情平衡，預期這些措施將增進家庭和企業的信心，進而增加疫情以來一直受到控制的消費和資本支出。</p><p>法國巴黎銀行財富管理預計，今年底前日本的通膨率將高於2％。在工資成長維持低迷的情況下，2023年下半年將回落至1％以下。</p><p>法國巴黎銀行財富管理預判，黑田東彥於2023年春季結束任期內，日本央行不會升息，但央行新領導層將把短期政策利率從-0.1％上調至0，以結束長期以來的負利率政策，並將10年期日本公債殖利率目標從 2023 年第四季的0上調至0.25％，以遏制長期寬鬆的副作用。儘管風險有提前調整可能，但法國巴黎銀行財富管理預計，日本最早不會在今年秋季之前採取行動。 </p><p>根據法國巴黎銀行財富管理的公允價值模型，與中期公允價值112 相比，目前日圓非常便宜。這種結構性低估顯示日圓將在中期上漲。因此，法國巴黎銀行財富管理預測美元兌日圓將在12個月內回到130。</p>, 08/27 14:40 
27,"新增25,621例本土個案及40死亡案例","<p>疫情指揮中心27日公布國內新增25,901例COVID-19確定病例，分別為25,621例本土個案及280例境外移入；另確診個案中新增40例死亡。</p><p>指揮中心表示，今日新增之25,621例本土病例，為11,493例男性、14,115例女性，13例調查中；年齡介於未滿5歲至90多歲以上；個案分布為新北市（5,539例），台北市（3,167例），桃園市（2,976例），台中市（2,952例），高雄市（2,076例），臺南市（1,545例），彰化縣（977例），新竹縣（767例），新竹市（733例），苗栗縣（653例），屏東縣（620例），宜蘭縣（567例），雲林縣（516例），花蓮縣（509例），基隆市（440例），南投縣（396例），嘉義縣（371例），台東縣（272例），嘉義市（271例），澎湖縣（132例），金門縣（119例），連江縣（23例）。</p><p>指揮中心指出，今日新增40例本土病例死亡個案，為22例男性、18例女性，年齡介於未滿5歲至90多歲以上，皆屬重度感染、38例具慢性病史、24例未接種3劑COVID-19疫苗。確診日介於今年5月15日至8月24日，死亡日期介於6月11日至8月24日。</p><p>指揮中心說明，今日新增280例境外移入個案中，為140例男性、140例女性；年齡介於未滿5歲至70多歲，分別自越南（29例），日本（10例），美國及泰國（各4例），菲律賓（3例），荷蘭、新加坡、英國及馬來西亞（各2例），印尼、德國、斯洛伐克及印度（各1例）移入，另218例感染國家調查中。入境日期介於今年7月22日至8月26日。</p>", 08/27 14:18 
28,《傳產》退燒 高雄這區房市買氣降溫竟高達7成以上,"<p>永慶房產集團根據六都各地政局建物買賣移轉棟數資料，觀察前7月六都房市交易表現，整體交易量合計為149,982棟，較去年同期152,051棟，衰退1.4%。且根據統計數據顯示，六都會區目前已高達22個行政區買賣移轉棟數下滑逾二成，其中高雄市橋頭區量能銳減71.2%最明顯，台南市新市區下滑56.5%居次，新北市鶯歌區年減54.0%位居第三。</p><p>  永慶房屋研展中心副理陳金萍表示，高雄市橋頭區，是六都中買氣降溫最明顯的行政區。去年因台積電設廠話題，成為眾所矚目的房市焦點，來自各地的置產、投資買盤持續湧進搶購，去年1-7月橋頭區買賣移轉棟數為1125棟，平均每月都有160件左右的交易量，主要受惠於大量的交屋潮挹注。在議題發酵下，區域房價不斷挑戰新高，去年1-7月住宅均價僅在18.0萬元/坪，但今年已來到23.8萬元/坪，漲幅高達32.2%，加上今年通膨、升息、疫情及房市政策影響下，建商已開始放緩推案速度，投資、置產族也有縮手跡象，自住客群面對央行連續升息和難以追趕的房價，也會更加琢磨思考購屋負擔，市場觀望氣氛濃厚，觀察今年橋頭區1至7月僅剩324件，近兩年買氣差距明顯。此外，若以縣市別作為區分，則是台南房市買氣轉淡最有感，已有6個行政區較去年同期下滑兩  成以上，包括新市區、仁德區、南區、六甲區、永康區及新營區。陳金萍指出，近年台南在重大建設、南科效應、科技大廠投資題材等利多因素帶動下，居住需求強勁，許多建商看好後市發展，積極搶進周邊低價蛋白區或新興重劃區，大舉獵地推案，同時也吸引不少投資客搶進卡位，甚至還出現建案秒殺的現象。房價也就在沸騰的買氣和資金的拉抬下持續攀升，但整體房價上漲過於快速，蛋白區房價已來到2字頭，造成剛性購屋者龐大的壓力，購屋決策速度紛紛放緩，今年1-7月買氣皆較去年同期疲軟，進入冷靜期，其中近備受矚目的交易熱區，如新市區、仁德區交易量縮皆已超過四成。</p><p></p>", 08/27 14:09 
29,《金融股》新光銀OU總開帳戶數突破22萬戶　新推一開四戶服務,"<p>新光金(2888)子公司新光銀行目前主打OU數位帳戶總開帳戶數已突破22萬戶，最新推出「一開四戶」的開戶服務，鎖定想開始參與股票投資，卻因時間成本太高而卻步的族群，提供減少繁複的全線上開戶流程。民眾透過一開四戶，同時開立證券投資所需的交割帳戶及銀行的存款帳戶，包含OU戶戶通數位證券存款帳戶、OU數位存款帳戶、OU外幣數位存款帳戶、信託帳戶。</p><p>　新光銀行表示，面對全球股市短期修正幅度大，不少投資人抱持巴菲特「在別人恐懼時我貪婪」的投資心法，選擇危機入市。除此之外，根據台灣證券交易所統計，6月台股證券累計開戶數達1,225萬人，其中新開戶人數中，21至30歲年輕族群就占了5成以上，顯示台股新進股民以年輕族群為主力，可見年輕族群對投資理財的意識提高。</p><p>　「一開四戶」除方便投資新戶在投資台股前，可將OU戶戶通設為交割帳戶外，還可享有OU數位存款帳戶的優利活儲，此服務也符合近年新光銀行推動無紙化、無接觸金融的訴求，避免紙本流程所產生的碳排量。若客戶有外幣資產配置或旅遊換匯的需求，使用OU外幣帳戶也有換匯減分的優惠，OU帳戶所提供的是全方位投資理財的金融服務。</p><p></p>", 08/27 13:49 
30,唐鳳談數位部跟產業連結 將減少產官磨合,<p>數位發展部今（27）日正式揭牌，首任數位部長唐鳳談及對產業界的連結，像是減少金管會跟金融科技業磨合，以及促進各行各業對於新興資安熟悉度，進而促進投資。</p><p>數位部27日上午揭牌後，唐鳳隨即與媒體進行交流。媒體問及，產業界很期待數位部成立後是否會針對金融科技進行數位轉型，有無相關規劃？</p><p>唐鳳表示，金管會如果是裁判，數位部就是教練，不會變成特許或是監管的單位。而在新興行動支付、跨竟平台方面，因為很了解這部分生態，常跟產業界朋友說，數位部可以直接跟監理機關討論，減少雙方使用語言跟價值磨合時間。</p><p>唐鳳說，數位部或是產業署進行溝通的時候，有轉譯能力，可以把把業界技術運用語言，轉成金管會很在意的金融股匯、社會價值等語言。</p><p>唐鳳也提到ESG很盛行，對環境有著正負面影響力，也可以貨幣化，跟產值做當量。當主管機關理解應用數位科技，將ESG量化具體貢獻，不是傳統投資多少錢賺多少錢，而是放大預算本身的治理價值，將抽象、技術性質應用，轉成ESG價值。未來會秉持這樣精神，讓他們明白新興技術不是壞的。</p><p>唐鳳也提到，資安產業歸在產業署，資安署工作則是聯防。資安在國內有很多很重要產業，新興產業跟招牌老字號產業需求非常密切，當新興資安出現，發現適用且值得推廣後，可從產業署出發，促進各行各業對於新興資安熟悉度，讓業者了解到這個投資將會非常值得。</p><p>唐鳳舉例，會在部會率先採用新的技術，反映實際需求跟問題，像是數位部很多人都是拿移動裝置或是筆電、ipad，不像傳統桌機直接進入內網，內外網區分做資安防守，導致移動載具每次登入，要重新驗證，現在用行動資安憑證，稍早也簽出第一份公文，解決移動辦公需求，證明在資安跟合規上有所配套，就可以逐步導入技術。</p><p>至於第一份公文內容？唐鳳說有關國發會公共政策網路參與平台的眾開講，會在專區進行30天討論對於危害國家資通安全產品，如果讓不特定人可以看的到、聽的到，有傳播能力產品，要不要比照接接到公務網路的資通安全產品一樣禁止。</p>, 08/27 13:45 
31,數位部爭取預算曝 唐鳳：增進資安韌性、強化隱私技術運用,"<p>數位發展部今（27）日正式揭牌，卻因先前曝光的明年度預算高達218億，引發爭議。數位部長唐鳳今不斷重申，大多為其他部會業務提撥，不過她也證實，數位部確實有提出新的計畫爭取預算，包含爭取增進資安韌性、強化隱私技術運用等。</p><p>數位部籌備工作小組26日指出，數位部明年所編列預算總額，為數位部含兩署公務預算約57億元，其中含各部會移撥業務與預算約32億元，數位部預算佔行政部門總預算2兆7,191億元約0.2％。加上第4期（112年到113年）前瞻基礎建設特別預算約160億餘元，約218億元。</p><p>數位部所編列的160億餘元前瞻預算中，多是由各部會移撥到數位部繼續執行的計畫，包括智慧城鄉服務、基礎建設環境、產業數位轉型、數位人才淬煉、縮短偏鄉數位落差、推廣數位公益服務等內容，並非為數位部成立所新編預算。</p><p>而據悉，數位部約有8成預算都是既有業務移撥，其中以NCC補助業者在偏鄉蓋基地台預算最大筆，數位部人事費跟基本維運僅約20億元，還有5億元是給數位部處理「新的問題」，像有關資安韌性等。</p><p>唐鳳27日證實此事，編列的預算包含強化資安性韌性，她也說增進資安韌性，不完全是資安署業務，部裡數位政府司必須跟資安署密切合作，才能做出為老建築重建、巡檢等全面檢視公務機關關鍵基礎設施。在資安方面精進，是新的企劃，將爭取薪的預算。</p><p>此外，唐鳳也說，除了陸海空韌性跟資安有關，還將多元部署通訊系統，建築在寬頻人權上，強調韌性跟可用性，數位產業署會提出新的前瞻計畫，鼓勵各界去運用數據跟公益性交換模式，在完全跟個資不相干狀態下，確保即時強化隱私技術運用。細節下周開始跟立法院委員溝通，會再作具體說明。</p><p>對於數位部首先推動業務，唐鳳說就是三發（社發、產發、突發），這也是三種韌性：社會韌性、產業韌性、跟應變韌性，是互相加強的，當數位標的能夠防止竄改、洩密阻斷等，才有價值，也才能推動，而當各行各業數位轉型後才能全民守望相助，建構全民數位韌性。</p><p>數位部在揭牌後面臨 《數位中介服務法》草案爭議，該如何拆彈也成為焦點。唐鳳對此僅說，涉及跨部會討論，將蒐集跟反映各界利害關係人，先前也拜託很多公協會。不過她也強調，行政院長蘇貞昌有說，沒有共識所以還不會推動，社會溝通工作很重要，未來會麻煩產業署負責這部分。</p>", 08/27 13:14 
32,數位部三波徵才 唐鳳：資安院成立更能提高待遇,<p>數位發展部今（27）日正式揭牌，首任部長唐鳳不斷對外徵才。她也透露，將分三波徵才，並表示年底資安研究院成立後，希望可把資通安全人力補足，也更具技術專業，敘薪會比部本部更具彈性，而第二波約聘人員「薪資會先打八折」。</p><p>唐鳳在數位部揭牌後與媒體進行交流，不少人好奇約聘人員比例，以及薪資標準。</p><p>唐鳳表示，資安署從資安處移撥，第一波招募很順利，會以事務官為主；第二波就是約聘人員，會由行政法人負責技術工作；資安院年底成立，就是第三波徵才，資安人才有專精技術、研究的話，在業界很搶手，徵才會比部本部更加彈性，移撥留任的公務人員也會有配套，一起提高待遇。</p><p>唐鳳說，接下來針對資安資訊相關質性者，不管移撥或是對外約聘，很快公文就會簽出去，方能看到徵才訊息，當然希望年底可以把資通安全人力補足。</p><p>唐鳳也坦言，之前業界也有討論到，第二波約聘人員薪資要打個八折，所以才要成立資安院，年底成立後會有新一波主要以技術專業的招募，從資安院來徵才。至於到時招聘人數，她說，現在無法講說資安院具體多少人，但會因應應變韌性為主。</p><p>唐鳳說，數位部約聘人員比例都是按照當初通過的組織法，數位部本部還有兩個署，各別最多可達100人，加起來300人，但她舉高速公路速限為例，不是速限300公里就要馬上達到，現在先以事務官為主，資安院成立會有更多民間好手加入。明年編制約聘員額幾十人，會慢慢增加。</p><p>今年度數位部核定598名員額中，部本部跟數位產業署與資通安全署各可約聘100人。官員先前即透露，約聘部分初步核定85人，在掛牌前會先徵20、30個職缺，聘用條件與其他部會不同，經驗比學歷更重要。唐鳳在今天揭牌典禮致詞時也說明，數位部可以用實戰資通安全經歷，折算學歷，不會碩博士才能來，敘薪更有彈性，歡迎各方好手加入，不看學歷只看戰力。</p>, 08/27 12:45 
33,《熱門族群》驅動IC拚明年回神 2檔股拚衝了,<p>電子消費性市場適逢通膨壓，面板驅動IC下半年旺季不旺拍板，不過，似乎也不用太悲觀，因為有法人認為，電視市場在2021年下半年就開始逐步進入庫存調整，是產業中最早開始修正的，故在歷經大幅度調節後，最快將有望在年底前落底，拚2023年重新回溫，預計聯詠(3034)、瑞鼎(3592)等大尺寸驅動IC出貨最快可在2023年重回成長軌道。</p><p>  有鑑於驅動IC產品報價相較其他IC設計晶片較低，且其所佔的晶圓產能並非多數晶圓廠的生產首要項目，2020年因疫情關係，刺激宅經濟需求湧現，明顯帶動NB、TV、Tablet等消費性電子產品對驅動IC需求，加上晶圓產能供不應求，刺激驅動IC晶片報價上揚。</p><p>  隨著時序進入今年，法人認為，由於疫苗加速施打與解封逐步開發，遠距需求明顯下滑，指標業者聯詠，第二季營收314.61億元，低於財測的345~358億元目標，顯示是受到手機與TV市場需求疲弱影響，展望第三季，預計在受到面板稼動率持續下降與三星砍單效應，客戶進入調整庫存階段將導致旺季不旺，且因為要反映晶圓代工成本上漲與報價下跌壓力，故無法完全轉嫁成本，也會衝擊到毛利率。</p><p>  消費性需求受總體經濟影響大幅下滑，宅經濟帶動的驅動IC供不應求，但自今年第一季起開始轉為供過於求，且2021年塞港及缺貨問題使品牌廠備貨積極，隨著問題緩解同時需求轉弱，使高庫存去化成為難題，預計將造成驅動IC售價將續跌至第四季，雖跌幅將因封測成本下降而趨緩，然而在需求未見起色前，僅能仰賴時間等待消費回溫，故下半年確定旺季不旺。</p><p>  只是，關注到這一大波段的驅動IC修正，其實是從大尺寸電視面板開始，在去年下半年就已經啟動，換言之，其相當有可能在今年年底完成修正後，於明年重新回溫，屆時相關個股聯詠、瑞鼎營運也將有機會重回軌道。</p><p></p>, 08/27 11:08 
